Title,Location,Mode,Description,Qualifications,URL
Design for Test and Debug Engineer Graduate Intern,"Austin, Texas, United States; Hillsboro, Oregon, United States",Job Category Intern/Student,"Come intern with the Programmable Solutions Group to work on exciting on FPGAs and Structured ASIC designs. You get to work on Design for test and design for debug on innovative designs.Your responsibilities will allow you to drive technical issues, debug and resolution involving silicon, software, hardware, and firmware through interface with cross-functional teams with respect to testing methods, procedures, device specification issues, and test-related optimization.Length of the internship: 3 months with the possibility to extend per business needs up to 12 months.","You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Experience listed below would be obtained through a combination of your schoolwork/classes/research and/or relevant previous job and/or internship experiences.Minimum Qualifications:Pursing a Master's or PhD degree in Electrical Engineering or related field.Must have experience or coursework in Behavioral RTL coding, such as Verilog, System Verilog etc.Preferred Qualifications:Prefer the candidate to have experience or coursework working with EDA (Electronic Design Automation) tools for IC design, validation, DFT (Design for Test) etc.Prefer experience or coursework with Validation/verification of digital/analog circuits.",https://jobs.intel.com/en/job/austin/design-for-test-and-debug-engineer-graduate-intern/41147/48723500992
Energy Cost Savings Internship,"Hillsboro, Oregon, United States",Job Category Intern/Student,"Join Intel and build a better tomorrow. Intel is in the midst of an exciting transformation, with a vision to create and extend computing technology to connect and enrich the lives of every person on Earth. So join us and help us create the next generation of technologies that will shape the future for decades to come.Corporate Services (CS) touches the lives of every Intel employee every day. CS creates an environment where employees can prosper while creating the innovative technologies that make amazing possible. Our scope is vast and includes operating and maintaining all Intel sites, offices, labs and factories globally as well onsite services and experiences that help employees stay safe and productive. CS also helps to make Intel and our community a greener place by supporting Intel commitment to environmental sustainability, including investing in conservation projects, setting company-wide environmental targets and driving reductions in greenhouse emissions, energy use, water use and waste generation.Intel Corporation's state of the art facilities gives you the opportunity to learn a variety of technical and operational skills to develop, operate, maintain, and repair the world’s most advanced facility equipment, in a demanding and challenging operations environment.Life at Intel link: https://www.intel.com/content/www/us/en/jobs/life-at-intel.htmlAs a Energy Cost Savings Internship your responsibilities will include but are not limited to: Responsibilities may be quite diverse of a t technical nature.Job assignments are usually for the summer or for short periods during breaks from school.Develop and adopt energy saving calculators for new projects.Create project summaries, with power point presentations delivering information to EC teams and stakeholders.Conduct job walks to scope new projects, review technical reports, procure quotes from vendors and trades, and keep smart sheets up to date.Intel invests in our people and offers a complete and competitive package of benefits employees and their families through every stage of life.See https://www.intel.com/content/www/us/en/jobs/benefits.html for more details.","You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Experience would be obtained through a combination of prior education level classes, and current level school classes, projects, research, and relevant previous job and/or internship experience.This position is not eligible for employment-based visa/immigration sponsorship.  Intel sponsors individuals for employment-based visas for positions where we experience a shortage of US Workers. These skills shortage roles are typically STEM contributing positions requiring a Master's or Ph.D. degree, or a Bachelor’s degree with three years’ related  job experience. This position does not qualify for Intel Sponsorship because it is either (1) a non-STEM contributing position, or (2) a STEM position that only requires a Bachelor’s degree and less than three years’ experience. Minimum Qualifications:The candidate must be enrolled in a Bachelors Degree program in Electrical, Mechanical, or Industrial Engineering.Familiarity with Microsoft office products.Experience in:Developing basic analysis modelsDelivering and creating presentationsData collection and instrumentation useCost analysis methods and technical presentationsPreferred Qualifications:RFP/RFQ Writing.HVAC coursework",https://jobs.intel.com/en/job/hillsboro/energy-cost-savings-internship/41147/48683200784
"Graduate Internship - Electrical Engineering,  Computer Science, Computer Engineering (MS/PhD)","San Jose, California, United States; Hillsboro, Oregon, United States; Phoenix, Arizona, United States; Folsom, California, United States; Santa Clara, California, United States",Job Category Intern/Student,"Please be informed that Intel is proactively trying to find candidates for undergraduate and graduate level internship positions and the position(s) may, or may not, be available for all location(s) at this time. If you're interested in this position, we encourage you to apply, and our hiring team will be glad to contact you if/when relevant.The Programmable Solutions Group (PSG), within Intel, will continue to drive the future for FPGAs and Structured ASICs to build a better tomorrow. By pushing forward in cutting edge technology our work is at the heart of innovation. With a career at Intel, you have the opportunity to shape the future for everyone.Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower people’s digital lives.Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, come join us to do something wonderful.We are looking for world class electrical engineers to help us build the future of technology.In addition to the qualifications listed below, the ideal candidate will also demonstrate the following traits:Communication skillsWorks well independently and develops quick engineering solutions for complex problemsSkilled at interfacing with engineers and managers by providing schedule updatesHigh problem-solving skills and good tolerance for ambiguityKnows how to prioritize tasks independentlyNatural focus on quality, discipline, and accurate results for engineering customersContributes and works well in a multi-site team settingBy applying to this prescreen posting, you are expressing interest in other job opportunities with Intel.Opportunities that you will be considered for:Hardware EngineerCPU Core Logic DesignerSoC Design EngineerDigital EngineerPre-Silicon Verification EngineerPhysical Design EngineerValidation EngineerAnalog EngineerYield EngineerMixed Signal EngineerPower EngineerRF EngineerProduct Development EngineerFPGA Applications EngineerSoftware EngineerEmbedded EngineersFirmware EngineerTest EngineerProcess EngineerSystem Solutions EngineerTechnical MarketingTechnical Business DevelopmentHigh Performance ComputerAI/MLFor information on Intel’s immigration sponsorship guidelines, please see:https://www.intel.com/content/www/us/en/jobs/hiring.htmlAdditional Information:Life at Intel: https://jobs.intel.com/en/life-at-intel","Relevant experience can be obtained through work, classes, projects, internships, and/or military experience. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates.Education:The candidate must be pursuing a Master’s or PhD in Electrical Engineering, Computer Engineering, Computer Science (or related fields)Minimum Qualifications:6+ months of educational or industry experience, projects, or coursework in one, or more, of the following:VLSI, SoC, FPGAs, ASICs, Verilog, SystemVerilog, RTL, IC Design, Analog, Embedded Software, Firmware, Kernel drivers, HW or SW Debug, Software Development, C/C++, Scripting (e.g. Python, TCL, PERL), EDA related tools (e.g. Design Compiler, Simulation, VCS, Simulink, ICC2, Vivado, Quartus, PrimeTime, Spice, etc.)",https://jobs.intel.com/en/job/san-jose/graduate-internship-electrical-engineering-computer-science-computer-engineering-ms-phd/41147/48349645200
Graduate Technical Intern,"Hillsboro, Oregon, United States",Job Category Intern/Student,"You will join the Trusted and Distributed Intelligence Team, which is part of Security and Privacy Research (SPR) in Intel Labs. The mission of SPR is to establish trustworthiness as a fundamental value proposition on Intel platforms. This internship will focus on adversarial machine learning research, specifically for deep learning. In this position, you will join the Intel project team working on DARPA's Guaranteeing AI Robustness Against Deception (GARD) program to develop security solutions for machine learning systems.This job might be for you if:You enjoy solving complex problems. You are comfortable with ambiguity. You thrive in a small team attacking big problems. You aren't afraid to learn a new technology on your own to solve a problem. You are eager to share your learnings with others. You are concise and patient in both verbal and written communications. You are self-motivated to find answers and drive them to completion.Behavioral Traits:Strong communication and interpersonal skills. Candidate should be self-motivated, show initiative, and drive closure of technical issues, and present complex issues with clarity to drive decisions.This is an internship position and compensation will be given accordingly.","You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Experience listed below would be obtained through a combination of your work experience, graduate school, post-doc research and/or relevant internship experiences.Minimum Qualifications:The candidate must be pursuing a PhD degree in Computer Science, Electrical Engineering, Computer Engineering, or related technical discipline6+ months experience in one or more below areas:Machine Learning/Adversarial Machine Learning, Computer Vision, Deep Learning, Computer Architecture, Trustworthy Computing, and Formal Methods Strong software engineers with an emphasis on Python.",https://jobs.intel.com/en/job/hillsboro/graduate-technical-intern/41147/47962871872
Facilities TD WATR Engineer Undergraduate Intern,"Hillsboro, Oregon, United States",Job Category Intern/Student,"Join Intel and build a better tomorrow. Intel is in the midst of an exciting transformation, with a vision to create and extend computing technology to connect and enrich the lives of every person on Earth. So join us and help us create the next generation of technologies that will shape the future for decades to come.Corporate Services (CS) touches the lives of every Intel employee every day. CS creates an environment where employees can prosper while creating the innovative technologies that make amazing possible. Our scope is vast and includes operating and maintaining all Intel sites, offices, labs and factories globally as well onsite services and experiences that help employees stay safe and productive. CS also helps to make Intel and our community a greener place by supporting Intel commitment to environmental sustainability, including investing in conservation projects, setting company-wide environmental targets and driving reductions in greenhouse emissions, energy use, water use and waste generation.Intel Corporation's state of the art facilities gives you the opportunity to learn a variety of technical and operational skills to develop, operate, maintain, and repair the world’s most advanced facility equipment, in a demanding and challenging operations environment.Life at Intel link: https://www.intel.com/content/www/us/en/jobs/life-at-intel.htmlAs a Facilities TD WATR Engineer Intern your responsibilities will include but are not limited to: Deliver solutions to operate and maintain sites, offices, and labs, onsite services, and experiences that help employees stay safe, productive, and drive Intel's sustainability.Become familiar with system alarms, learn how to review the parameter trends to assess the health of the systems, or use disciplined analytics and problem solving to deliver best-in-class system reliability and uninterrupted factory operation.Job assignments are flexible and can be for a summer term or extend into school semesters based on candidate availability.Intel invests in our people and offers a complete and competitive package of benefits employees and their families through every stage of life.See https://www.intel.com/content/www/us/en/jobs/benefits.html for more details.","You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Experience would be obtained through a combination of prior education level classes, and current level school classes, projects, research, and relevant previous job and/or internship experience.This position is not eligible for employment-based visa/immigration sponsorship.  Intel sponsors individuals for employment-based visas for positions where we experience a shortage of US Workers. These skills shortage roles are typically STEM contributing positions requiring a Master's or Ph.D. degree, or a Bachelor’s degree with three years’ related  job experience. This position does not qualify for Intel Sponsorship because it is either (1) a non-STEM contributing position, or (2) a STEM position that only requires a Bachelor’s degree and less than three years’ experience. Minimum Qualifications:Candidate must be actively pursuing a Bachelor's degree in Mechanical, Chemical Engineering or similar STEM related field of study.",https://jobs.intel.com/en/job/hillsboro/facilities-td-watr-engineer-undergraduate-intern/41147/47662412656
"Undergraduate Internship – Electrical Engineering, Computer Science, Computer Engineering","San Jose, California, United States; Hillsboro, Oregon, United States; Phoenix, Arizona, United States; Folsom, California, United States; Santa Clara, California, United States",Job Category Intern/Student,"Please be informed that Intel is proactively trying to find candidates for undergraduate and graduate level internship positions and the position(s) may, or may not, be available for all location(s) at this time. If you're interested in this position, we encourage you to apply, and our hiring team will be glad to contact you if/when relevant.The Programmable Solutions Group (PSG), within Intel, will continue to drive the future for FPGAs and Structured ASICs to build a better tomorrow. By pushing forward in cutting edge technology our work is at the heart of innovation. With a career at Intel, you have the opportunity to shape the future for everyone.Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower people’s digital lives.Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, come join us to do something wonderful.We are looking for world class electrical engineers to help us build the future of technology.We are looking for someone that brings:Communication skillsWorks well independently and develops quick engineering solutions for complex problemsSkilled at interfacing with engineers and managers by providing schedule updatesHigh problem-solving skills and good tolerance for ambiguityKnows how to prioritize tasks independentlyNatural focus on quality, discipline, and accurate results for engineering customersContributes and works well in a multi-site team settingBy applying to this prescreen posting, you are expressing interest in other job opportunities with Intel.Potential opportunities that you will be considered for:Hardware EngineerCPU Core Logic DesignerSoC Design EngineerDigital EngineerPre-Silicon Verification EngineerPhysical Design EngineerValidation EngineerAnalog EngineerYield EngineerMixed Signal EngineerPower EngineerRF EngineerProduct Development EngineerFPGA Applications EngineerSoftware EngineerEmbedded EngineersFirmware EngineerTest EngineerProcess EngineerSystem Solutions EngineerTechnical MarketingTechnical Business DevelopmentHigh Performance ComputerAI/MLFor information on Intel’s immigration sponsorship guidelines, please see:https://www.intel.com/content/www/us/en/jobs/hiring.htmlAdditional Information:Life at Intel: https://jobs.intel.com/en/life-at-intel","Relevant experience can be obtained through work, classes, projects, internships, and/or military experience. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates.Education:The candidate must be pursuing a Bachelor’s degree in Electrical Engineering, Computer Engineering, Computer Science (or related fields).Minimum Qualifications:3+ months of educational or industry experience, projects, or coursework in one, or more, of the following:VLSI, SoC, FPGAs, ASICs, Verilog, SystemVerilog, RTL, IC Design, Analog, Embedded Software, Firmware, Kernel drivers, HW or SW Debug, Software Development, C/C++, Scripting (e.g. Python, TCL, PERL), EDA related tools (e.g. Design Compiler, Simulation, VCS, Simulink, ICC2, Vivado, Quartus, PrimeTime, Spice, etc.)",https://jobs.intel.com/en/job/san-jose/undergraduate-internship-electrical-engineering-computer-science-computer-engineering/41147/47428331040
Facilities Technician Undergraduate Intern - Aloha Campus,"Hillsboro, Oregon, United States",Job Category Intern/Student,"Join Intel and build a better tomorrow. Intel is in the midst of an exciting transformation, with a vision to create and extend computing technology to connect and enrich the lives of every person on Earth. So join us and help us create the next generation of technologies that will shape the future for decades to come.Corporate Services (CS) touches the lives of every Intel employee every day. CS creates an environment where employees can prosper while creating the innovative technologies that make amazing possible. Our scope is vast and includes operating and maintaining all Intel sites, offices, labs and factories globally as well onsite services and experiences that help employees stay safe and productive. CS also helps to make Intel and our community a greener place by supporting Intel commitment to environmental sustainability, including investing in conservation projects, setting company-wide environmental targets and driving reductions in greenhouse emissions, energy use, water use and waste generation.Intel Corporation's state of the art facilities gives you the opportunity to learn a variety of technical and operational skills to develop, operate, maintain, and repair the world’s most advanced facility equipment, in a demanding and challenging operations environment.Life at Intel link: https://www.intel.com/content/www/us/en/jobs/life-at-intel.htmlThis is a part time job with flexible work schedule to cater to full time students who need to work a minimum of 20 hours a week and maximum 32 hours while attending local school on a full time student schedule. This is an onsite, year-round Internship, on the Intel Aloha campus.As a Facilities Technician Intern your responsibilities will include but are not limited to: Troubleshoot errors, performing repairs and preventative maintenance on a wide variety of equipment to maintain 100 percent manufacturing uptime.Conduct preventative, predictive and corrective maintenance inspections and procedures.Work performed within generally defined parameters.Maintain detailed and accurate records.Follow procedures.Use and understand hand tools, power tools, and test equipment.The successful candidate should exhibit the following behavioral traits:Willingness to work in a team environment.Customer service skills.Verbal and written communication skills.Some degree of judgment and troubleshooting skill required in resolving nonstandard problems.Willingness to work a compressed work week shift and weekends to maintain minimum staffing for 24x7 operations, however, work schedules will be flexible to accommodate school schedule.Intel invests in our people and offers a complete and competitive package of benefits employees and their families through every stage of life.See https://www.intel.com/content/www/us/en/jobs/benefits.html for more details.","You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Experience would be obtained through a combination of prior education level classes, and current level school classes, projects, research, and relevant previous job and/or internship experience.This position is not eligible for employment-based visa/immigration sponsorship.  Intel sponsors individuals for employment-based visas for positions where we experience a shortage of US Workers. These skills shortage roles are typically STEM contributing positions requiring a Master's or Ph.D. degree, or a Bachelor’s degree with three years’ related  job experience. This position does not qualify for Intel Sponsorship because it is either (1) a non-STEM contributing position, or (2) a STEM position that only requires a Bachelor’s degree and less than three years’ experience. Minimum Qualifications:Candidate must be actively pursuing an Associates of Arts or an Associates of Science Degree program in HVAC, Mechanical, Plumbing and Gas Fitting, Industrial Maintenance Mechanic, Facilities Maintenance Technology, Water/ Purification and Environmental Technology, Water / Purification, Industrial Process Operator, or related technical or STEM field of study.",https://jobs.intel.com/en/job/hillsboro/facilities-technician-undergraduate-intern-aloha-campus/41147/46581898224
Facilities TD WATR Engineer Undergraduate Intern,"Hillsboro, Oregon, United States",Job Category Intern/Student,"Join Intel and build a better tomorrow. Intel is in the midst of an exciting transformation, with a vision to create and extend computing technology to connect and enrich the lives of every person on Earth. So join us and help us create the next generation of technologies that will shape the future for decades to come.Corporate Services (CS) touches the lives of every Intel employee every day. CS creates an environment where employees can prosper while creating the innovative technologies that make amazing possible. Our scope is vast and includes operating and maintaining all Intel sites, offices, labs and factories globally as well onsite services and experiences that help employees stay safe and productive. CS also helps to make Intel and our community a greener place by supporting Intel commitment to environmental sustainability, including investing in conservation projects, setting company-wide environmental targets and driving reductions in greenhouse emissions, energy use, water use and waste generation.Life at Intel In this role, your daily agenda will be anything but ordinary. Some days you'll work at a computer, other times you will physically help us build the future of technology as a leader in the field. Job assignments are flexible and can be for a summer term or extend into school semesters based on candidate availability. You might help build a factory or keep Intel's state-of-the-industry facilities keep operating flawlessly. You will learn how to act as a safety role model. You may become familiar with system alarms, learn how to review the parameter trends to assess the health of the systems, or use disciplined analytics and problem solving to deliver best-in-class system reliability and uninterrupted factory operation.https://www.intel.com/content/www/us/en/jobs/life-at-intel.htmlInAs a Facilities TD WATR Engineer Intern your responsibilities will include but are not limited to: Deliver solutions to operate and maintain sites, offices, and labs, onsite services, and experiences that help employees stay safe, productive, and drive Intel's sustainability.Become familiar with system alarms, learn how to review the parameter trends to assess the health of the systems, or use disciplined analytics and problem solving to deliver best-in-class system reliability and uninterrupted factory operation.","You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Experience would be obtained through a combination of prior education level classes, and current level school classes, projects, research, and relevant previous job and/or internship experience.This position is not eligible for employment-based visa/immigration sponsorship.  Intel sponsors individuals for employment-based visas for positions where we experience a shortage of US Workers. These skills shortage roles are typically STEM contributing positions requiring a Master's or Ph.D. degree, or a Bachelor’s degree with three years’ related  job experience. This position does not qualify for Intel Sponsorship because it is either (1) a non-STEM contributing position, or (2) a STEM position that only requires a Bachelor’s degree and less than three years’ experience. Minimum Qualifications:Candidate must be actively pursuing a Bachelor's degree in Mechanical, Chemical Engineering or similar STEM related field of study.",https://jobs.intel.com/en/job/hillsboro/facilities-td-watr-engineer-undergraduate-intern/41147/46355426464
Components Research Lab 2D Materials Engineering Intern,"Hillsboro, Oregon, United States",Job Category Intern/Student,"Responsibilities may be quite diverse of a nonexempt technical nature. U.S. experience and education requirements will vary significantly depending on the unique needs of the job.Job assignments are usually for the summer or for short periods during breaks from school.This is an internship and compensation will be given accordingly based on candidate education level and internship duration.The ideal candidate must be willing to work in a lab and clean room environment, wearing GorTex gowns, booties, safety glasses, gloves, etc and have a proven track record of role modelling safety in the lab environment.Components Research delivers innovative semiconductor and packaging technologies research and development. The group focuses on unique, enabling capabilities across all aspects of Intel's semiconductor processing and packaging roadmap. Components Research engineers are responsible for leading programs to design, fabricate and analyze novel devices/interconnects/patterning, materials, and integration schemes across a wide variety of novel applications.The Components Research (CR) team is looking for a passionate intern to join our team as a lab engineer intern supporting the coupon line in the areas of 2D material transfer and device performance. The coupon line enables the early evaluation and dispositioning of new technologies in a primarily lab environment. Final scoping of project will be determined based on intern experience and business needs.The ideal candidate must have a proven track record of role modelling safety in the lab environment.The ideal candidate must be willing to work in a lab and clean room environment with a fast-paced task flow, wearing GorTex gowns, booties, safety glasses, gloves, etc.The ideal candidate should exhibit the following behavioral traits:Highly motivated individual willing to work under pressure and deliver high quality results on time.Problem-solving and analytical skills.Effective prioritization and time management skills.Collaboration spirit.Tolerance for ambiguity.Teamwork ethics.Good interpersonal skills.This internship has a 3 month durationwith the possibility to extend it as per business needs.","This position is not eligible for Intel immigration sponsorship.You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates.Experience listed below would be obtained through a combination of your schoolwork and/or classes and/or research and/or relevant previous job and/or internship experiences.Minimum Qualifications: Must be pursuing a PhD Degree Physics, Chemistry, Chemical Engineering, Materials Science, or similar field with 1+ years of experience.Preferred Qualifications: Highly proficient in thedevelopment and execution of 2D material transfers, 2D TEM sample preparation and the characterization of 2D material quality.",https://jobs.intel.com/en/job/hillsboro/components-research-lab-2d-materials-engineering-intern/41147/46314188096
Components Research Lab Operations Engineering Intern,"Hillsboro, Oregon, United States",Job Category Intern/Student,"Responsibilities may be quite diverse of a nonexempt technical nature. U.S. experience and education requirements will vary significantly depending on the unique needs of the job.Job assignments are usually for the summer or for short periods during breaks from school.This is an internship and compensation will be given accordingly based on candidate education level and internship duration.Components Research delivers innovative semiconductor and packaging technologies research and development. The group focuses on unique, enabling capabilities across all aspects of Intel's semiconductor processing and packaging roadmap. Components Research engineers are responsible for leading programs to design, fabricate and analyze novel devices/interconnects/patterning, materials, and integration schemes across a wide variety of novel applications.The Components Research (CR) team is looking for a passionate intern to join our team as a lab engineering intern supporting the coupon line in the areas tool operations improvement, tool installation, and improving the user experience for our extensive toolsets. The coupon line enables the early evaluation and dispositioning of new technologies in a primarily lab environment. Final scoping of project will be determined based on intern experience and business needs. The ideal candidate must have a proven track record of role modelling safety in the lab environment.The ideal candidate must be willing to work in a lab and clean room environment with a fast-paced task flow, wearing GorTex gowns, booties, safety glasses, gloves, etc.The ideal candidate should exhibit the following behavioral traits:Highly motivated individual willing to work under pressure and deliver high quality results on time.Problem-solving and analytical skills.Effective prioritization and time management skills.Collaboration spirit.Tolerance for ambiguity.Teamwork ethics.Good interpersonal skills.This internship has a 3 month durationwith the possibility to extend it as per business needs.","This position is not eligible for Intel immigration sponsorship.You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates.Experience listed below would be obtained through a combination of your schoolwork and/or classes and/or research and/or relevant previous job and/or internship experiences.Minimum Qualifications: Must be pursuing a PhD Degree Physics, Chemistry, Chemical Engineering, Materials Science, or similar field with 1+ years of experience.Preferred Qualifications: Experience installing and owning new toolsets in a lab environment, with a strong focus on documentation creation for the streamlined use of equipment by various users.Fluent in Labview or similar programming language for equipment control.",https://jobs.intel.com/en/job/hillsboro/components-research-lab-operations-engineering-intern/41147/46314187584
Facilities TD WATR Technician Undergraduate Intern,"Hillsboro, Oregon, United States",Job Category Intern/Student,"Join Intel and build a better tomorrow. Intel is in the midst of an exciting transformation, with a vision to create and extend computing technology to connect and enrich the lives of every person on Earth. So join us and help us create the next generation of technologies that will shape the future for decades to come.Corporate Services (CS) touches the lives of every Intel employee every day. CS creates an environment where employees can prosper while creating the innovative technologies that make amazing possible. Our scope is vast and includes operating and maintaining all Intel sites, offices, labs and factories globally as well onsite services and experiences that help employees stay safe and productive. CS also helps to make Intel and our community a greener place by supporting Intel commitment to environmental sustainability, including investing in conservation projects, setting company-wide environmental targets and driving reductions in greenhouse emissions, energy use, water use and waste generation.Life at Intel In this role, your daily agenda will be anything but ordinary. Some days you'll work at a computer, other times you will physically help us build the future of technology as a leader in the field. Job assignments are flexible and can be for a summer term or extend into school semesters based on candidate availability. You might help build a factory or keep Intel's state-of-the-industry facilities keep operating flawlessly. You will learn how to act as a safety role model. You may become familiar with system alarms, learn how to review the parameter trends to assess the health of the systems, or use disciplined analytics and problem solving to deliver best-in-class system reliability and uninterrupted factory operation.https://www.intel.com/content/www/us/en/jobs/life-at-intel.htmlInAs a Facilities TD WATR Technician Intern your responsibilities will include but are not limited to: Service and maintain the following systems: Water Treatment and Reclamation.Troubleshoot errors, perform repairs and preventative maintenance on a wide variety of equipment to maintain 100 percent manufacturing uptime.Conduct preventative, predictive and corrective maintenance inspections and procedures.Work performed within generally defined parameters.Maintain detailed and accurate records.Follow procedures.Use and understand hand tools, power tools, and test equipment.","You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Experience would be obtained through a combination of prior education level classes, and current level school classes, projects, research, and relevant previous job and/or internship experience.This position is not eligible for employment-based visa/immigration sponsorship.  Intel sponsors individuals for employment-based visas for positions where we experience a shortage of US Workers. These skills shortage roles are typically STEM contributing positions requiring a Master's or Ph.D. degree, or a Bachelor’s degree with three years’ related  job experience. This position does not qualify for Intel Sponsorship because it is either (1) a non-STEM contributing position, or (2) a STEM position that only requires a Bachelor’s degree and less than three years’ experience. Minimum Qualifications:Candidate must be actively pursuing an Associates of Art or Associates of Science degree in an Environmental related Tech program or related STEM field of study.",https://jobs.intel.com/en/job/hillsboro/facilities-td-watr-technician-undergraduate-intern/41147/46076399808
Facilities TD Ultrapure Water Technician Undergraduate Intern,"Hillsboro, Oregon, United States",Job Category Intern/Student,"Join Intel and build a better tomorrow. Intel is in the midst of an exciting transformation, with a vision to create and extend computing technology to connect and enrich the lives of every person on Earth. So join us and help us create the next generation of technologies that will shape the future for decades to come.Corporate Services (CS) touches the lives of every Intel employee every day. CS creates an environment where employees can prosper while creating the innovative technologies that make amazing possible. Our scope is vast and includes operating and maintaining all Intel sites, offices, labs and factories globally as well onsite services and experiences that help employees stay safe and productive. CS also helps to make Intel and our community a greener place by supporting Intel commitment to environmental sustainability, including investing in conservation projects, setting company-wide environmental targets and driving reductions in greenhouse emissions, energy use, water use and waste generation.Intel Corporation's state of the art facilities gives you the opportunity to learn a variety of technical and operational skills to develop, operate, maintain, and repair the world’s most advanced facility equipment, in a demanding and challenging operations environment.Life at Intel link: https://www.intel.com/content/www/us/en/jobs/life-at-intel.htmlAs a Facilities TD Ultrapure Water Technician Intern your responsibilities will include but are not limited to: Deliver solutions to operate and maintain sites, offices, and labs, onsite services, and experiences that help employees stay safe, productive, and drive Intel's sustainability. Learn the critical skills to provide solutions to complex technical problems, building and maintaining the most advanced semiconductor factories in the world.The successful candidate should exhibit the following behavioral traits:Service and maintain the following systems: Ultra-Pure WaterTroubleshoot errors, perform repairs and preventative maintenance on a wide variety of equipment to maintain 100 percent manufacturing uptime.Conduct preventative, predictive and corrective maintenance inspections and procedures.Work performed within generally defined parameters.Maintain detailed and accurate records.Follow procedures.Use and understand hand tools, power tools, and test equipment.BenefitsIntel invests in our people and offers a complete and competitive package of benefits employees and their families through every stage of life.See https://www.intel.com/content/www/us/en/jobs/benefits.html for more details.","You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Experience would be obtained through a combination of prior education level classes, and current level school classes, projects, research, and relevant previous job and/or internship experience.This position is not eligible for employment-based visa/immigration sponsorship.  Intel sponsors individuals for employment-based visas for positions where we experience a shortage of US Workers. These skills shortage roles are typically STEM contributing positions requiring a Master's or Ph.D. degree, or a Bachelor’s degree with three years’ related  job experience. This position does not qualify for Intel Sponsorship because it is either (1) a non-STEM contributing position, or (2) a STEM position that only requires a Bachelor’s degree and less than three years’ experience. Minimum Qualifications:Candidate must be actively pursuing an Associates of Arts or Associates of Science degree in Chemical/Chemistry, Water /Purification or other technical/STEM related field of study.",https://jobs.intel.com/en/job/hillsboro/facilities-td-ultrapure-water-technician-undergraduate-intern/41147/45928320880
